customer_no,customer_id,Recency,Frequency,Monetary,Recency_score,Frequency_score,Monetary_score,RFM_SCORE,Segment,Is_Loyal
2453,M10790,81,1,120.95,5,1,4,514,new_customers,Not Loyal
2454,M10791,81,2,170.89,5,2,5,525,potential_loyalists,Loyal
2455,M10792,81,1,107.56,5,1,4,514,new_customers,Not Loyal
2456,M10793,81,1,209.79,5,1,5,515,new_customers,Not Loyal
2457,M10794,82,1,92.45,5,1,3,513,new_customers,Not Loyal
2458,M10795,82,1,49.99,5,1,2,512,new_customers,Not Loyal
2459,M10796,82,1,89.78,5,1,3,513,new_customers,Not Loyal
2460,M10797,82,1,13.89,5,1,1,511,new_customers,Not Loyal
2461,M10798,82,1,40.43,5,1,2,512,new_customers,Not Loyal
2462,M10799,82,1,42.99,5,1,2,512,new_customers,Not Loyal
2463,M10800,82,1,72.36,5,1,3,513,new_customers,Not Loyal
2464,M10801,82,1,50.91,5,1,2,512,new_customers,Not Loyal
2465,M10802,82,1,42.99,5,1,2,512,new_customers,Not Loyal
2466,M10803,82,1,45.6,5,1,2,512,new_customers,Not Loyal
2467,M10804,82,2,193.8,5,2,5,525,potential_loyalists,Loyal
2468,M10805,83,1,57.98,5,1,2,512,new_customers,Not Loyal
2469,M10806,83,1,43.85,5,1,2,512,new_customers,Not Loyal
2470,M10807,83,1,64.31,5,1,3,513,new_customers,Not Loyal
2471,M10808,83,1,42.79,5,1,2,512,new_customers,Not Loyal
2472,M10809,83,5,233.17,5,5,5,555,champions,Loyal
2473,M10810,83,2,110.19,5,2,4,524,potential_loyalists,Loyal
2474,M10811,84,1,29.87,5,1,1,511,new_customers,Not Loyal
2475,M10812,84,1,75.99,5,1,3,513,new_customers,Not Loyal
2476,M10813,84,1,42.99,5,1,2,512,new_customers,Not Loyal
2477,M10814,84,1,42.99,5,1,2,512,new_customers,Not Loyal
2478,M10815,84,1,42.99,5,1,2,512,new_customers,Not Loyal
2479,M10816,84,1,45,5,1,2,512,new_customers,Not Loyal
2480,M10817,84,1,105.25,5,1,4,514,new_customers,Not Loyal
2481,M10818,84,1,70.97,5,1,3,513,new_customers,Not Loyal
2482,M10819,84,2,178.95,5,2,5,525,potential_loyalists,Loyal
2483,M10820,84,1,85.44,5,1,3,513,new_customers,Not Loyal
2484,M10821,84,1,59.88,5,1,2,512,new_customers,Not Loyal
2485,M10822,84,1,80.98,5,1,3,513,new_customers,Not Loyal
2486,M10823,84,1,40.96,5,1,2,512,new_customers,Not Loyal
2487,M10824,84,1,59.33,5,1,2,512,new_customers,Not Loyal
2488,M10825,84,1,125.73,5,1,4,514,new_customers,Not Loyal
2489,M10826,85,1,58.98,5,1,2,512,new_customers,Not Loyal
2490,M10827,85,1,42.99,5,1,2,512,new_customers,Not Loyal
2491,M10828,85,1,24.79,5,1,1,511,new_customers,Not Loyal
2492,M10829,85,1,42.99,5,1,2,512,new_customers,Not Loyal
2493,M10830,85,1,41.45,5,1,2,512,new_customers,Not Loyal
2494,M10831,85,1,55.48,5,1,2,512,new_customers,Not Loyal
2495,M10832,85,1,42.99,5,1,2,512,new_customers,Not Loyal
2496,M10833,85,1,73.13,5,1,3,513,new_customers,Not Loyal
2497,M10834,85,1,39.99,5,1,2,512,new_customers,Not Loyal
2498,M10835,85,1,87.25,5,1,3,513,new_customers,Not Loyal
2499,M10836,85,1,90.43,5,1,3,513,new_customers,Not Loyal
2500,M10837,85,1,77.38,5,1,3,513,new_customers,Not Loyal
2501,M10838,85,1,49.99,5,1,2,512,new_customers,Not Loyal
2502,M10839,86,1,46.98,5,1,2,512,new_customers,Not Loyal
2503,M10840,86,1,40.41,5,1,2,512,new_customers,Not Loyal
2504,M10841,86,1,42.99,5,1,2,512,new_customers,Not Loyal
2505,M10842,86,1,46.94,5,1,2,512,new_customers,Not Loyal
2506,M10843,86,1,90.36,5,1,3,513,new_customers,Not Loyal
2507,M10844,86,1,53.99,5,1,2,512,new_customers,Not Loyal
2508,M10845,86,1,59.41,5,1,2,512,new_customers,Not Loyal
2509,M10846,86,1,66.49,5,1,3,513,new_customers,Not Loyal
2510,M10847,86,2,83.29,5,2,3,523,potential_loyalists,Loyal
2511,M10848,86,1,65.72,5,1,3,513,new_customers,Not Loyal
2512,M10849,86,1,55.3,5,1,2,512,new_customers,Not Loyal
2513,M10850,87,1,41.36,5,1,2,512,new_customers,Not Loyal
2514,M10851,87,1,45.46,5,1,2,512,new_customers,Not Loyal
2515,M10852,87,1,42.99,5,1,2,512,new_customers,Not Loyal
2516,M10853,87,1,119.58,5,1,4,514,new_customers,Not Loyal
2517,M10854,87,1,45.48,5,1,2,512,new_customers,Not Loyal
2518,M10855,87,2,53.99,5,2,2,522,potential_loyalists,Loyal
2519,M10856,87,1,42.44,5,1,2,512,new_customers,Not Loyal
2520,M10857,87,1,85.55,5,1,3,513,new_customers,Not Loyal
2521,M10858,87,1,120.9,5,1,4,514,new_customers,Not Loyal
2522,M10859,88,1,22.85,5,1,1,511,new_customers,Not Loyal
2523,M10860,88,1,53.99,5,1,2,512,new_customers,Not Loyal
2524,M10861,88,1,43.96,5,1,2,512,new_customers,Not Loyal
2525,M10862,88,1,54.89,5,1,2,512,new_customers,Not Loyal
2526,M10863,88,1,142.94,5,1,4,514,new_customers,Not Loyal
2527,M10864,88,2,207.18,5,2,5,525,potential_loyalists,Loyal
2528,M10865,88,1,59.79,5,1,2,512,new_customers,Not Loyal
2529,M10866,88,1,52.63,5,1,2,512,new_customers,Not Loyal
2530,M10867,88,1,50.85,5,1,2,512,new_customers,Not Loyal
2531,M10868,88,1,42.99,5,1,2,512,new_customers,Not Loyal
2532,M10869,88,1,53.46,5,1,2,512,new_customers,Not Loyal
2533,M10870,88,1,53.99,5,1,2,512,new_customers,Not Loyal
2534,M10871,88,1,42.99,5,1,2,512,new_customers,Not Loyal
2535,M10872,88,1,142.03,5,1,4,514,new_customers,Not Loyal
2536,M10873,88,1,42.98,5,1,2,512,new_customers,Not Loyal
2537,M10874,88,1,55.86,5,1,2,512,new_customers,Not Loyal
2538,M10875,88,1,129.47,5,1,4,514,new_customers,Not Loyal
2539,M10876,88,1,54.83,5,1,2,512,new_customers,Not Loyal
2540,M10877,88,1,82.59,5,1,3,513,new_customers,Not Loyal
2541,M10878,88,1,50.36,5,1,2,512,new_customers,Not Loyal
2542,M10879,88,1,22.89,5,1,1,511,new_customers,Not Loyal
2543,M10880,88,1,51.69,5,1,2,512,new_customers,Not Loyal
2544,M10881,88,1,141.69,5,1,4,514,new_customers,Not Loyal
2545,M10882,88,1,89.42,5,1,3,513,new_customers,Not Loyal
2546,M10883,88,1,84.5,5,1,3,513,new_customers,Not Loyal
2547,M10884,88,1,120.48,5,1,4,514,new_customers,Not Loyal
2548,M10885,88,1,77.33,5,1,3,513,new_customers,Not Loyal
2549,M10886,88,1,61.44,5,1,3,513,new_customers,Not Loyal
2550,M10887,88,1,53.04,5,1,2,512,new_customers,Not Loyal
2551,M10888,88,2,91.19,5,2,3,523,potential_loyalists,Loyal
2552,M10889,88,1,53.99,5,1,2,512,new_customers,Not Loyal
2553,M10890,88,1,34.87,5,1,2,512,new_customers,Not Loyal
2554,M10891,88,1,54.77,5,1,2,512,new_customers,Not Loyal
2555,M10892,88,1,89.04,5,1,3,513,new_customers,Not Loyal
2556,M10893,88,1,44.96,5,1,2,512,new_customers,Not Loyal
2557,M10894,88,1,48.01,5,1,2,512,new_customers,Not Loyal
2558,M10895,89,1,63.46,5,1,3,513,new_customers,Not Loyal
2559,M10896,89,1,53.99,5,1,2,512,new_customers,Not Loyal
2560,M10897,89,1,102.48,5,1,4,514,new_customers,Not Loyal
2561,M10898,89,1,53.99,5,1,2,512,new_customers,Not Loyal
2562,M10899,89,1,82.32,5,1,3,513,new_customers,Not Loyal
2563,M10900,89,2,97.42,5,2,3,523,potential_loyalists,Loyal
2564,M10901,89,2,82.28,5,2,3,523,potential_loyalists,Loyal
2565,M10902,89,1,55.76,5,1,2,512,new_customers,Not Loyal
2566,M10903,89,1,121.3,5,1,4,514,new_customers,Not Loyal
2567,M10904,89,1,46.78,5,1,2,512,new_customers,Not Loyal
2568,M10905,89,1,159.8,5,1,5,515,new_customers,Not Loyal
2569,M10906,89,1,42.18,5,1,2,512,new_customers,Not Loyal
2570,M10907,89,1,35.38,5,1,2,512,new_customers,Not Loyal
2571,M10908,89,1,113.92,5,1,4,514,new_customers,Not Loyal
2572,M10909,89,1,87.89,5,1,3,513,new_customers,Not Loyal
2573,M10910,89,1,44.51,5,1,2,512,new_customers,Not Loyal
2574,M10911,89,1,120.48,5,1,4,514,new_customers,Not Loyal
2575,M10912,89,1,94.33,5,1,3,513,new_customers,Not Loyal
2576,M10913,89,1,82.8,5,1,3,513,new_customers,Not Loyal
2577,M10914,89,1,149.2,5,1,4,514,new_customers,Not Loyal
2578,M10915,89,1,170.6,5,1,5,515,new_customers,Not Loyal
2579,M10916,89,1,55.75,5,1,2,512,new_customers,Not Loyal
2580,M10917,89,1,93.88,5,1,3,513,new_customers,Not Loyal
2581,M10918,89,1,120.48,5,1,4,514,new_customers,Not Loyal
2582,M10919,89,1,110.16,5,1,4,514,new_customers,Not Loyal
2583,M10920,89,1,54.89,5,1,2,512,new_customers,Not Loyal
2584,M10921,89,1,84.02,5,1,3,513,new_customers,Not Loyal
2585,M10922,89,1,53.99,5,1,2,512,new_customers,Not Loyal
2586,M10923,89,1,42.99,5,1,2,512,new_customers,Not Loyal
2587,M10924,90,1,37.9,5,1,2,512,new_customers,Not Loyal
2588,M10925,90,2,235.49,5,2,5,525,potential_loyalists,Loyal
2589,M10926,90,1,37.84,5,1,2,512,new_customers,Not Loyal
2590,M10927,90,2,130.82,5,2,4,524,potential_loyalists,Loyal
2591,M10928,90,1,59.4,5,1,2,512,new_customers,Not Loyal
2592,M10929,91,1,14.79,4,1,1,411,promising,Not Loyal
2593,M10930,91,1,44.82,4,1,2,412,promising,Not Loyal
2594,M10931,91,1,43.44,4,1,2,412,promising,Not Loyal
2595,M10932,91,1,56.42,4,1,2,412,promising,Not Loyal
2596,M10933,91,1,113.25,4,1,4,414,promising,Not Loyal
2597,M10934,91,1,43.89,4,1,2,412,promising,Not Loyal
2598,M10935,92,1,46.4,4,1,2,412,promising,Not Loyal
2599,M10936,92,1,35.36,4,1,2,412,promising,Not Loyal
2600,M10937,93,1,84.9,4,1,3,413,promising,Not Loyal
2601,M10938,93,1,74.94,4,1,3,413,promising,Not Loyal
2602,M10939,93,1,89.7,4,1,3,413,promising,Not Loyal
2603,M10940,93,1,51.27,4,1,2,412,promising,Not Loyal
2604,M10941,93,1,42.37,4,1,2,412,promising,Not Loyal
2605,M10942,94,1,61.07,4,1,3,413,promising,Not Loyal
2606,M10943,94,2,116.66,4,2,4,424,potential_loyalists,Loyal
2607,M10944,94,1,82.89,4,1,3,413,promising,Not Loyal
2608,M10945,94,1,90.32,4,1,3,413,promising,Not Loyal
2609,M10946,95,2,168.36,4,2,5,425,potential_loyalists,Loyal
2610,M10947,95,1,45.44,4,1,2,412,promising,Not Loyal
2611,M10948,95,1,73.93,4,1,3,413,promising,Not Loyal
2612,M10949,96,3,223.64,4,3,5,435,potential_loyalists,Loyal
2613,M10950,96,3,231.67,4,3,5,435,potential_loyalists,Loyal
2614,M10951,96,2,117.88,4,2,4,424,potential_loyalists,Loyal
2615,M10952,96,1,24.68,4,1,1,411,promising,Not Loyal
2616,M10953,96,1,51.94,4,1,2,412,promising,Not Loyal
2617,M10954,96,1,48.65,4,1,2,412,promising,Not Loyal
2618,M10955,96,1,62.74,4,1,3,413,promising,Not Loyal
2619,M10956,96,1,83.67,4,1,3,413,promising,Not Loyal
2620,M10957,96,1,61.91,4,1,3,413,promising,Not Loyal
2621,M10958,96,1,94.18,4,1,3,413,promising,Not Loyal
2622,M10959,96,1,42.38,4,1,2,412,promising,Not Loyal
2623,M10960,96,1,72.34,4,1,3,413,promising,Not Loyal
2624,M10961,96,1,46.99,4,1,2,412,promising,Not Loyal
2625,M10962,96,1,89.88,4,1,3,413,promising,Not Loyal
2626,M10963,96,1,93.8,4,1,3,413,promising,Not Loyal
2627,M10964,96,1,40.03,4,1,2,412,promising,Not Loyal
2628,M10965,97,1,100.93,4,1,4,414,promising,Not Loyal
2629,M10966,97,1,102.73,4,1,4,414,promising,Not Loyal
2630,M10967,97,2,166.93,4,2,5,425,potential_loyalists,Loyal
2631,M10968,97,1,122.24,4,1,4,414,promising,Not Loyal
2632,M10969,97,1,57.94,4,1,2,412,promising,Not Loyal
2633,M10970,97,5,158.96,4,5,5,455,loyal_customers,Loyal
2634,M10971,98,1,55.31,4,1,2,412,promising,Not Loyal
2635,M10972,98,1,45.18,4,1,2,412,promising,Not Loyal
2636,M10973,98,2,94.34,4,2,3,423,potential_loyalists,Loyal
2637,M10974,99,1,50.98,4,1,2,412,promising,Not Loyal
2638,M10975,99,1,107.81,4,1,4,414,promising,Not Loyal
2639,M10976,99,2,82.76,4,2,3,423,potential_loyalists,Loyal
2640,M10977,101,2,80.78,4,2,3,423,potential_loyalists,Loyal
2641,M10978,101,1,106.43,4,1,4,414,promising,Not Loyal
2642,M10979,101,1,105.34,4,1,4,414,promising,Not Loyal
2643,M10980,101,2,48.27,4,2,2,422,potential_loyalists,Loyal
2644,M10981,101,1,178.14,4,1,5,415,promising,Not Loyal
2645,M10982,102,1,48.94,4,1,2,412,promising,Not Loyal
2646,M10983,102,1,87.37,4,1,3,413,promising,Not Loyal
2647,M10984,102,1,46.35,4,1,2,412,promising,Not Loyal
2648,M10985,102,1,293.67,4,1,5,415,promising,Not Loyal
2649,M10986,103,1,55.54,4,1,2,412,promising,Not Loyal
2650,M10987,103,1,86.45,4,1,3,413,promising,Not Loyal
2651,M10988,103,2,84.35,4,2,3,423,potential_loyalists,Loyal
2652,M10989,103,1,75.84,4,1,3,413,promising,Not Loyal
2653,M10990,103,1,42.89,4,1,2,412,promising,Not Loyal
2654,M10991,103,1,56.3,4,1,2,412,promising,Not Loyal
2655,M10992,103,1,81.95,4,1,3,413,promising,Not Loyal
2656,M10993,104,1,65.93,4,1,3,413,promising,Not Loyal
2657,M10994,104,1,27.87,4,1,1,411,promising,Not Loyal
2658,M10995,104,3,158.48,4,3,5,435,potential_loyalists,Loyal
2659,M10996,104,1,61.87,4,1,3,413,promising,Not Loyal
2660,M10997,104,1,27.85,4,1,1,411,promising,Not Loyal
2661,M10998,104,1,51.95,4,1,2,412,promising,Not Loyal
2662,M10999,104,1,82.96,4,1,3,413,promising,Not Loyal
2663,M11000,107,1,69.93,4,1,3,413,promising,Not Loyal
2664,M11001,107,4,255.51,4,4,5,445,loyal_customers,Loyal
2665,M11002,110,1,34.9,4,1,2,412,promising,Not Loyal
2666,M11003,110,2,162.67,4,2,5,425,potential_loyalists,Loyal
2667,M11004,110,1,95.84,4,1,3,413,promising,Not Loyal
2668,M11005,110,1,90.44,4,1,3,413,promising,Not Loyal
2669,M11006,111,2,33.5,4,2,2,422,potential_loyalists,Loyal
2670,M11007,111,1,61.77,4,1,3,413,promising,Not Loyal
2671,M11008,111,1,124.34,4,1,4,414,promising,Not Loyal
2672,M11009,111,2,89.79,4,2,3,423,potential_loyalists,Loyal
2673,M11010,111,1,93.85,4,1,3,413,promising,Not Loyal
2674,M11011,111,1,45.43,4,1,2,412,promising,Not Loyal
2675,M11012,111,1,44.47,4,1,2,412,promising,Not Loyal
2676,M11013,111,3,187.4,4,3,5,435,potential_loyalists,Loyal
2677,M11014,111,1,89.92,4,1,3,413,promising,Not Loyal
2678,M11015,111,1,41.89,4,1,2,412,promising,Not Loyal
2679,M11016,112,1,57.97,4,1,2,412,promising,Not Loyal
2680,M11017,112,1,41.58,4,1,2,412,promising,Not Loyal
2681,M11018,114,1,107.86,4,1,4,414,promising,Not Loyal
2682,M11019,115,2,89.71,4,2,3,423,potential_loyalists,Loyal
2683,M11020,115,2,77.44,4,2,3,423,potential_loyalists,Loyal
2684,M11021,116,1,80.95,4,1,3,413,promising,Not Loyal
2685,M11022,117,1,113.78,4,1,4,414,promising,Not Loyal
2686,M11023,117,2,85.2,4,2,3,423,potential_loyalists,Loyal
2687,M11024,118,1,63.55,4,1,3,413,promising,Not Loyal
2688,M11025,118,1,28.88,4,1,1,411,promising,Not Loyal
2689,M11026,119,2,98.6,4,2,3,423,potential_loyalists,Loyal
2690,M11027,119,3,43.2,4,3,2,432,potential_loyalists,Loyal
2691,M11028,119,1,129.68,4,1,4,414,promising,Not Loyal
2692,M11029,119,1,45.89,4,1,2,412,promising,Not Loyal
2693,M11030,120,1,68.38,4,1,3,413,promising,Not Loyal
2694,M11031,120,1,85.72,4,1,3,413,promising,Not Loyal
2695,M11032,120,1,46.97,4,1,2,412,promising,Not Loyal
2696,M11033,121,1,51.01,4,1,2,412,promising,Not Loyal
2697,M11034,121,1,77.94,4,1,3,413,promising,Not Loyal
2698,M11035,121,1,65.94,4,1,3,413,promising,Not Loyal
2699,M11036,121,1,46.39,4,1,2,412,promising,Not Loyal
2700,M11037,121,1,22.08,4,1,1,411,promising,Not Loyal
2701,M11038,121,1,49.82,4,1,2,412,promising,Not Loyal
2702,M11039,121,1,41.98,4,1,2,412,promising,Not Loyal
2703,M11040,121,4,259.63,4,4,5,445,loyal_customers,Loyal
2704,M11041,121,1,32.55,4,1,2,412,promising,Not Loyal
2705,M11042,121,1,26.9,4,1,1,411,promising,Not Loyal
2706,M11043,121,2,294.86,4,2,5,425,potential_loyalists,Loyal
2707,M11044,121,1,46.18,4,1,2,412,promising,Not Loyal
2708,M11045,121,1,43.8,4,1,2,412,promising,Not Loyal
2709,M11046,121,1,186.62,4,1,5,415,promising,Not Loyal
2710,M11047,121,1,45.95,4,1,2,412,promising,Not Loyal
2711,M11048,121,1,41.46,4,1,2,412,promising,Not Loyal
2712,M11049,121,1,40.38,4,1,2,412,promising,Not Loyal
2713,M11050,121,1,58.97,4,1,2,412,promising,Not Loyal
2714,M11051,122,1,40.05,4,1,2,412,promising,Not Loyal
2715,M11052,122,1,43.18,4,1,2,412,promising,Not Loyal
2716,M11053,122,1,47.43,4,1,2,412,promising,Not Loyal
2717,M11054,122,1,91.96,4,1,3,413,promising,Not Loyal
2718,M11055,122,1,48.62,4,1,2,412,promising,Not Loyal
2719,M11056,122,1,75.59,4,1,3,413,promising,Not Loyal
2720,M11057,122,1,59.96,4,1,2,412,promising,Not Loyal
2721,M11058,122,1,50.34,4,1,2,412,promising,Not Loyal
2722,M11059,122,1,79.91,4,1,3,413,promising,Not Loyal
2723,M11060,122,1,42.7,4,1,2,412,promising,Not Loyal
2724,M11061,122,1,53.17,4,1,2,412,promising,Not Loyal
2725,M11062,122,1,45.54,4,1,2,412,promising,Not Loyal
2726,M11063,122,1,40.79,4,1,2,412,promising,Not Loyal
2727,M11064,122,1,80.54,4,1,3,413,promising,Not Loyal
2728,M11065,122,1,93.46,4,1,3,413,promising,Not Loyal
2729,M11066,122,1,52.28,4,1,2,412,promising,Not Loyal
2730,M11067,122,1,57.1,4,1,2,412,promising,Not Loyal
2731,M11068,122,1,43.98,4,1,2,412,promising,Not Loyal
2732,M11069,122,1,40.95,4,1,2,412,promising,Not Loyal
2733,M11070,122,1,25.89,4,1,1,411,promising,Not Loyal
2734,M11071,122,2,66.36,4,2,3,423,potential_loyalists,Loyal
2735,M11072,126,1,41.59,4,1,2,412,promising,Not Loyal
2736,M11073,127,1,41.73,4,1,2,412,promising,Not Loyal
2737,M11074,128,1,100.28,4,1,4,414,promising,Not Loyal
2738,M11075,128,1,4.9,4,1,1,411,promising,Not Loyal
2739,M11076,129,1,83.08,4,1,3,413,promising,Not Loyal
2740,M11077,129,1,103.14,4,1,4,414,promising,Not Loyal
2741,M11078,129,1,56.78,4,1,2,412,promising,Not Loyal
2742,M11079,129,1,21.68,4,1,1,411,promising,Not Loyal
2743,M11080,130,1,6.86,4,1,1,411,promising,Not Loyal
2744,M11081,130,1,12,4,1,1,411,promising,Not Loyal
2745,M11082,130,1,12,4,1,1,411,promising,Not Loyal
2746,M11083,130,1,43.99,4,1,2,412,promising,Not Loyal
2747,M11084,130,1,168.16,4,1,5,415,promising,Not Loyal
2748,M11085,131,3,172.41,4,3,5,435,potential_loyalists,Loyal
2749,M11086,131,1,81.16,4,1,3,413,promising,Not Loyal
2750,M11087,131,1,127.88,4,1,4,414,promising,Not Loyal
2751,M11088,131,1,71.54,4,1,3,413,promising,Not Loyal
2752,M11089,131,1,63.99,4,1,3,413,promising,Not Loyal
2753,M11090,131,1,96.51,4,1,3,413,promising,Not Loyal
2754,M11091,131,1,42.78,4,1,2,412,promising,Not Loyal
2755,M11092,131,1,74.78,4,1,3,413,promising,Not Loyal
2756,M11093,131,1,68.62,4,1,3,413,promising,Not Loyal
2757,M11094,131,1,85.43,4,1,3,413,promising,Not Loyal
2758,M11095,131,1,69.54,4,1,3,413,promising,Not Loyal
2759,M11096,131,1,14.38,4,1,1,411,promising,Not Loyal
2760,M11097,131,1,129.1,4,1,4,414,promising,Not Loyal
2761,M11098,131,1,55.65,4,1,2,412,promising,Not Loyal
2762,M11099,131,1,67.18,4,1,3,413,promising,Not Loyal
2763,M11100,132,1,36.44,4,1,2,412,promising,Not Loyal
2764,M11101,132,1,24.08,4,1,1,411,promising,Not Loyal
2765,M11102,132,1,35.97,4,1,2,412,promising,Not Loyal
2766,M11103,132,1,80.78,4,1,3,413,promising,Not Loyal
2767,M11104,132,1,33.98,4,1,2,412,promising,Not Loyal
2768,M11105,135,2,109.45,4,2,4,424,potential_loyalists,Loyal
2769,M11106,135,1,148.37,4,1,4,414,promising,Not Loyal
2770,M11107,140,1,46.39,4,1,2,412,promising,Not Loyal
2771,M11108,143,1,39.96,4,1,2,412,promising,Not Loyal
2772,M11109,143,1,40.88,4,1,2,412,promising,Not Loyal
2773,M11110,153,1,38.97,4,1,2,412,promising,Not Loyal
2774,M11111,160,1,43.4,4,1,2,412,promising,Not Loyal
2775,M11112,184,1,15.9,3,1,1,311,about_to_sleep,Not Loyal
2776,M11113,192,1,28.88,3,1,1,311,about_to_sleep,Not Loyal
2777,M11114,197,1,59.85,3,1,2,312,about_to_sleep,Not Loyal
2778,M11115,230,1,2467.88,3,1,5,315,about_to_sleep,Not Loyal
2779,M11116,236,1,42.97,3,1,2,312,about_to_sleep,Not Loyal
2780,M11117,17,1,82.69,5,1,3,513,new_customers,Not Loyal
2781,M11118,43,1,40.28,5,1,2,512,new_customers,Not Loyal
2782,M11119,49,1,110.27,5,1,4,514,new_customers,Not Loyal
2783,M11120,65,1,74.45,5,1,3,513,new_customers,Not Loyal
2784,M11121,68,1,22.39,5,1,1,511,new_customers,Not Loyal
2785,M11122,70,1,246,5,1,5,515,new_customers,Not Loyal
2786,M11123,72,1,199.9,5,1,5,515,new_customers,Not Loyal
2787,M11124,76,1,79.34,5,1,3,513,new_customers,Not Loyal
2788,M11125,77,1,59.99,5,1,2,512,new_customers,Not Loyal
2789,M11126,77,1,73.88,5,1,3,513,new_customers,Not Loyal
2790,M11127,77,1,73.88,5,1,3,513,new_customers,Not Loyal
2791,M11128,82,1,53.48,5,1,2,512,new_customers,Not Loyal
2792,M11129,83,1,61.33,5,1,3,513,new_customers,Not Loyal
2793,M11130,87,1,28.79,5,1,1,511,new_customers,Not Loyal
2794,M11131,87,1,57.99,5,1,2,512,new_customers,Not Loyal
2795,M11132,87,1,59.99,5,1,2,512,new_customers,Not Loyal
2796,M11133,87,1,57.99,5,1,2,512,new_customers,Not Loyal
2797,M11134,87,1,53.99,5,1,2,512,new_customers,Not Loyal
2798,M11135,87,1,45,5,1,2,512,new_customers,Not Loyal
2799,M11136,87,1,120.48,5,1,4,514,new_customers,Not Loyal
2800,M11137,87,1,132,5,1,4,514,new_customers,Not Loyal
2801,M11138,87,1,88.06,5,1,3,513,new_customers,Not Loyal
2802,M11139,89,1,40.14,5,1,2,512,new_customers,Not Loyal
2803,M11140,89,1,77.7,5,1,3,513,new_customers,Not Loyal
2804,M11141,89,1,21.26,5,1,1,511,new_customers,Not Loyal
2805,M11142,89,1,33.75,5,1,2,512,new_customers,Not Loyal
2806,M11143,89,1,68.83,5,1,3,513,new_customers,Not Loyal
2807,M11144,89,1,37.92,5,1,2,512,new_customers,Not Loyal
2808,M11145,89,1,11.97,5,1,1,511,new_customers,Not Loyal
2809,M11146,89,1,45,5,1,2,512,new_customers,Not Loyal
2810,M11147,89,1,19.37,5,1,1,511,new_customers,Not Loyal
2811,M11150,90,1,38.69,5,1,2,512,new_customers,Not Loyal
2812,M11151,101,1,15.8,4,1,1,411,promising,Not Loyal
2813,M11152,101,1,45.87,4,1,2,412,promising,Not Loyal
2814,M11153,110,1,58.99,4,1,2,412,promising,Not Loyal
2815,M11154,110,1,11,4,1,1,411,promising,Not Loyal
2816,M11155,110,1,42.88,4,1,2,412,promising,Not Loyal
2817,M11156,118,1,231.86,4,1,5,415,promising,Not Loyal
2818,M11157,119,1,59.7,4,1,2,412,promising,Not Loyal
2819,M11158,121,1,224.8,4,1,5,415,promising,Not Loyal
